Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
CNN,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,58.0,8.1465,0.7814,0.5915,6.8433
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,158.0,7.748,0.7755,0.616,6.447
CNN,GradDrop,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,171.0,7.7098,0.7689,0.5998,6.3777
CNN,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,15.0,8.1979,0.7824,0.617,6.9377
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,3.0,42,30.0,8.1515,0.7781,0.6226,6.8769
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,1.0,42,68.0,8.0599,0.7804,0.6069,6.7947
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,7.0,2025,23.0,8.1941,0.7782,0.6184,6.9059
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,15.0,2025,111.0,7.8437,0.77,0.6195,6.5538
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,10.0,42,50.0,8.1357,0.7762,0.6222,6.8552
CNN,DWA,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,118.0,7.7875,0.7744,0.5928,6.4319
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.5,2025,116.0,7.9454,0.778,0.6079,6.6531
CNN,GLS,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,25.0,8.2054,0.7846,0.5905,6.9225
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,15.0,2025,43.0,8.1489,0.7799,0.6181,6.8527
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,98.0,7.877,0.7757,0.5892,6.5515
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,42,17.0,8.2275,0.7776,0.6153,6.9573
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,3.0,2025,115.0,7.8558,0.7765,0.6134,6.5593
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,1.0,2025,79.0,8.0449,0.7806,0.6079,6.7882
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.3,42,128.0,7.8605,0.776,0.6092,6.582
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.001,1.0,2025,38.0,8.1614,0.7837,0.6075,6.9058
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,140.0,7.7669,0.7735,0.6165,6.4511
CNN,Nash_MTL,"('next_activity', 'next_time', 'remaining_time')",0.001,None,123,44.0,8.1489,0.781,0.6028,6.8269
CNN,EW,"('next_activity', 'next_time', 'remaining_time')",0.001,None,42,17.0,8.2092,0.7733,0.6314,6.9168
CNN,UW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,79.0,8.0967,0.7779,0.608,6.8315
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.1,123,167.0,7.7315,0.7746,0.596,6.3998
CNN,PCGrad,"('next_activity', 'next_time', 'remaining_time')",0.001,None,2025,30.0,8.2001,0.7799,0.6261,6.8896
CNN,CAGrad,"('next_activity', 'next_time', 'remaining_time')",0.0001,0.9,2025,83.0,8.0788,0.7823,0.6118,6.7812
CNN,GradNorm,"('next_activity', 'next_time', 'remaining_time')",0.0001,2.0,2025,85.0,7.9214,0.7734,0.609,6.6499
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,10.0,2025,48.0,8.1185,0.7815,0.6203,6.8368
CNN,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.001,20.0,2025,37.0,8.1606,0.7817,0.6275,6.8598
CNN,EW,"('next_activity',)",0.0001,None,42,144.0,1.5435,0.5056,,
CNN,EW,"('next_activity',)",0.01,None,123,4.0,1.7116,0.4431,,
CNN,EW,"('next_activity',)",0.0001,None,123,124.0,1.5455,0.4987,,
CNN,EW,"('next_activity',)",0.001,None,42,31.0,1.7047,0.439,,
CNN,EW,"('next_activity',)",0.001,None,2025,16.0,1.7005,0.4317,,
CNN,EW,"('next_activity',)",0.0001,None,2025,128.0,1.5551,0.4954,,
CNN,EW,"('next_activity',)",0.001,None,123,19.0,1.7004,0.4263,,
CNN,EW,"('next_activity',)",0.01,None,2025,3.0,1.71,0.4399,,
CNN,EW,"('next_activity',)",0.01,None,42,3.0,1.7024,0.4486,,
CNN,EW,"('next_time',)",0.0001,None,42,20.0,0.6225,,0.6114,
CNN,EW,"('next_time',)",0.001,None,123,20.0,0.6024,,0.5853,
CNN,EW,"('next_time',)",0.0001,None,123,27.0,0.6009,,0.5872,
CNN,EW,"('next_time',)",0.01,None,42,15.0,1.7515,,1.7492,
CNN,EW,"('next_time',)",0.001,None,2025,33.0,0.5934,,0.6105,
CNN,EW,"('next_time',)",0.0001,None,2025,46.0,0.5918,,0.608,
CNN,EW,"('next_time',)",0.001,None,42,18.0,0.6158,,0.6063,
CNN,EW,"('next_time',)",0.01,None,2025,6.0,1.7402,,1.7394,
CNN,EW,"('next_time',)",0.01,None,123,1.0,1.7344,,1.7298,
CNN,EW,"('remaining_time',)",0.01,None,2025,18.0,11.5947,,,11.5917
CNN,EW,"('remaining_time',)",0.01,None,123,8.0,11.5181,,,11.5478
CNN,EW,"('remaining_time',)",0.0001,None,123,194.0,6.311,,,6.2634
CNN,EW,"('remaining_time',)",0.01,None,42,8.0,11.6438,,,143.4977
CNN,EW,"('remaining_time',)",0.0001,None,2025,152.0,6.4389,,,6.357
CNN,EW,"('remaining_time',)",0.001,None,2025,12.0,7.0091,,,6.9377
CNN,EW,"('remaining_time',)",0.001,None,42,2.0,11.2638,,,11.2185
CNN,EW,"('remaining_time',)",0.001,None,123,8.0,11.5181,,,11.5478
CNN,EW,"('remaining_time',)",0.0001,None,42,153.0,6.4024,,,6.3547
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,5.0,123,199.0,6.4005,0.7869,0.5689,5.1886
LSTM,RLW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,197.0,6.597,0.7862,0.5964,5.3922
LSTM,GLS,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,196.0,7.114,0.7881,0.5958,5.8746
LSTM,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,200.0,7.0807,0.786,0.6022,5.83
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,3.0,123,197.0,6.4801,0.7879,0.5711,5.2573
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,15.0,42,200.0,6.4379,0.7853,0.6037,5.2291
LSTM,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,199.0,7.1963,0.7847,0.5956,5.955
LSTM,UW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,199.0,7.0586,0.7849,0.6081,5.8035
LSTM,RLW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,197.0,6.5817,0.7842,0.5723,5.3509
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,1.0,123,199.0,6.8493,0.7886,0.5725,5.6093
LSTM,GLS,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,197.0,7.1996,0.7859,0.6011,5.9582
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,15.0,123,197.0,6.422,0.7876,0.5725,5.2213
LSTM,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,199.0,7.114,0.7868,0.5701,5.8461
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,7.0,42,196.0,6.4445,0.7845,0.6072,5.2252
LSTM,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,199.0,7.1164,0.7858,0.5988,5.8957
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,3.0,42,200.0,6.4572,0.7845,0.6004,5.2646
LSTM,GLS,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,198.0,7.1138,0.7872,0.5739,5.8175
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,10.0,2025,198.0,6.4722,0.7875,0.5991,5.2201
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,3.0,2025,200.0,6.5184,0.7865,0.6006,5.2863
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,20.0,2025,200.0,6.4326,0.7862,0.6001,5.2043
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,20.0,42,198.0,6.4274,0.7847,0.6037,5.203
LSTM,DWA,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,200.0,6.4111,0.7844,0.5772,5.1974
